,id,text,bias
1639,1640,"Again , if the difference in concentration is less , the rate of diffusion will be lower . 
",1
1640,1641,"The seeds of Balsam are dispersed in this manner. You may have also noticed that some fruits explode when we sprinkle water on them and the seeds get dispersed. 
",1
1641,1642,"meteor: a small body of mass entering the Earth's atmosphere from space which emits light as a result of friction and heat, and appears as a streak of light 
",1
1642,1643,". An electric heater is rated W. How much energy does it use in hours? 
",1
1643,1644,"Olypic Motto Faster , Higher , Stronger LESSON - LONG JUMP The following components will be learnt in this lesson : Dimension of the landing pit . 
",1
1644,1645,"we will read in due time and play in due time . 
",1
1645,1646,"Differences between the light microscope and transmission electron microscope 
",1
1646,1647,"Place the porcelain basin on a wire gauge or a sand bath and heat it gently . 
",1
1647,1648,"(v) Name the fibre crops and name the climatic conditions required for their growth. 
",1
1648,1649,". Which organelle is known as the powerhouse of the cell? Why? 
",1
1649,1650,"Now , shall we write the properties of cathode rays from the conclusions ? 
",1
1650,1651,"Hills Mountains It is getting very cold as the wind rises up . 
",1
1651,1652,"The major water bodies of the world are the Pacific ocean , the Atlantic ocean , the Indian ocean and the Arctic ocean . 
",1
1652,1653,"Electrical energy can be transmitted from one place to another with the help of wire . 
",1
1653,1654,"The axial skeleton is extended from the anterior end of the head to the posterior end of the body . 
",1
1654,1655,"Calculate the frequency of an electromagnetic wave with a wavelength of . 
",1
1655,1656,"The essence of this relationship between plants and hormones is applied in using many hormones as herbicides . 
",1
1656,1657,"g. . Advantages : With this posture leg and neck muscles are strengthened . 
",1
1657,1658,"Atoms are extremely small in size and are expressed in terms of - m ( A ) . 
",1
1658,1659,"The undigested food particles are eliminated from the animal body by a process called egestion . 
",1
1659,1660,"The scientific study of weather is called ' Meteorology ' . 
",1
1660,1661,"Blue planet - a look at water on our planet.bit.ly/GgYEL 
",1
1661,1662,"So , we must have clear idea regarding the characteristics of living organisms , prior to have knowledge about structure . 
",1
1662,1663,"All atoms of a particular element are identical in shape , mass and other properties , but are different from the atoms of other elements . 
",1
1663,1664,". The Atlantic Ocean has a deep impact on the climate of Europe as well as on the life and livelihood of the people of Europe. Collect relevant information and write an essay on the theme. AS 
",1
1664,1665,"Do you think this practice is appropriate? How do farmers benefit from this process? 
",1
1665,1666,"electric fuse Fig . PRINCIPlE AND WORKINg The electric fuse works on the principle of heating effect of electric current . 
",1
1666,1667,"as a political opponent of the Nazi regime 
",1
1667,1668,"It is also known as environmental science . 
",1
1668,1669,"The animals are tied with a thread to the food they eat . 
",1
1669,1670,"Other major cash crops includes cotton , sugarcane , banana , tea , oil-palm , tobacco and citrus fruits . 
",1
1670,1671,"Prepare separately a % solution of any one pair of substances listed under X and Y in water. 
",1
1671,1672,"You have a tractor in front of your house and we thought of discussing with you, we said. 
",1
1672,1673,"Syria is also mainly an agricultural country . 
",1
1673,1674,"Telangana landlordism and the armed peasant rebellion caused much concern among people in the country. Sarvodaya leader Acharya Vinoba Bhave wanted to solve the problem of land concentration through peaceful means i.e. through Bhoodan Movement. Bhoodan means donating land to the landless. He wanted to take voluntary gifts of land from the landlords and donate it to the landless. On April , Vinoba started the Bhoodan Movement. It was hailed a mile stone in the history of land reforms. As part of the Sarvodaya movement Vinobaji came to Sivarampally near Hyderabad. He walked upto Pochampally in Nalgonda district. A prayer meeting was held under the juvvi tree near the tank. In that meeting families belonging to the scheduled castes requested for land. During the meeting Vedire Ramachandra Reddy donated acres of land in the memory of his father. The first person to receive the land was Maisaiah. Inspired by this Vinobaji took upBhoodan movement and later converted into Gramdan movement. Vinobaji received lakh acres of land as donation all over the country. 
",1
1674,1675,"Her teacher Matilda Lyngdoh responds to her questions, as other classmates join the discussion: 
",1
1675,1676,"Olfactory particles that stick on to the tongue are received by the receptors in a special organ called Jacobson 's organ situated in the roof of the mouth and the smell is detected . 
",1
1676,1677,"Guns could be bought or captured and turned against the invaders. But not diseases such as smallpox to which the conquerors were mostly immune. 
",1
1677,1678,"Air slows down falling objects on Earth . 
",1
1678,1679,"Every loan agreement specifies an interest rate which the borrower must pay to the lender along with the repayment of the principal. In addition, lenders may demand collateral (security) against loans. Collateral is an asset that the borrower owns (such as land, building, vehicle, livestocks, deposits with banks) and uses this as a guarantee to a lender until the loan is repaid. If the borrower fails to repay the loan, the lender has the right to sell the asset or collateral to obtain payment. Property such as land titles, deposits with banks, livestock are some common examples of collateral used for borrowing. 
",1
1679,1680,"Position : Lift right leg up in hoshiyar position and join the lezium at the right side . 
",1
1680,1681,"The Nallala copper inscription reveal that he constructed many lakes for the purposes of irrigation . 
",1
1681,1682,"Are you eager to know how all this takes place ? 
",1
1682,1683,"If your answers are Yes for most of the above questions it reflects that you are in adolescence phase. 
",1
1683,1684,"Similarly, the metal stickers also have a magnet at the back so that they can stick to iron doors. 
",1
1684,1685,"Hence , they are called exhaustible resources . 
",1
1685,1686,"But now , in my family we are only me , my husband and my two children . 
",1
1686,1687,"Gradually breaking down and building up of chemical substances started . 
",1
1687,1688,"diatomic: a diatomic molecule consists of two atoms; H, N, O, F, Cl, Br, and I are all examples of elements that consist of diatomic molecules 
",1
1688,1689,"By , a modest economic recovery was under way in most industrial countries. But the Great Depression s wider effects on society, politics and international relations, and on peoples minds, proved more enduring. 
",1
1689,1690,"At this stage the INC decided not to take up issues relating to social reform as it would divide the Indian people. Reform was to be carried on through different forums. 
",1
1690,1691,"Armed forces of member states including India are part of the peace keeping force deployed in Congo now . 
",1
1691,1692,"During cooking heat destroys most of the harmful bacteria that exists in the raw foodstuff . 
",1
1692,1693,"These white dot like things soon turn black . 
",1
1693,1694,"What is the dependent variable for this experiment? [ mark] 
",1
1694,1695,"Explain the behaviour of the electrons in the circuit based on the ammeter readings. 
",1
1695,1696,"Kolar has the hot climate whereas Shivamogga region gets highest rainfall . 
",1
1696,1697,"In the cities , there used to be guilds among the people following different occupations . 
",1
1697,1698,"Application of medication as per physician ' s advice is must . 
",1
1698,1699,"When a crow bar is used to raise a heavy box , it acts as a lever . 
",1
1699,1700,"(ii) dwarf broiler parent for commercial chick production; 
",1
1700,1701,"Often after rains we find umbrella like structures growing from the ground. Such plants are called saprophytes. They grow on dead/decaying matter. 
",2
1701,1702,"Get a small piece of a thin strip or ribbon of magnesium. Clean its tip with sandpaper. Bring the tip near a candle flame. It burns with a brilliant white light (Fig. .). When it is completely burnt it leaves behind a powdery ash. 
",1
1702,1703,"Have you ever seen the wires made up 
",2
1703,1704,"Add the vegetable peels , old bread , and leaves . 
",1
1704,1705,"Thus even here , Jainism spread and many works were written in Kannada , Telugu and Tamil languages . 
",2
1705,1706,"In the Syrian coast it rains in winter but the interior is without rain and remains dry . 
",1
1706,1707,"To get a comprehensive idea of the aquatic ecology , the study of a pond is appropriate . 
",2
1707,1708,"Sweet and hot chilli contain high amount of Vitamin C and little amount of vitamin A and E . 
",1
1708,1709,"Join all the points on the graph as shown in Fig. .. It is a straight line. This is the distance-time graph for the motion of the car. 
",2
1709,1710,"-Nucleus: controls metabolism of the cell and contains hereditary information. 
",1
1710,1711,"Water , gas , electricity and forests are our main national wealth . 
",2
1711,1712,"Mount Maon of the Philippines and the Fujiama of Japan are the examples of this type of volcanoes . 
",1
1712,1713,"Coronary artery supplies blood to the heart muscle . 
",2
1713,1714,"Issue of currency notes In India , Reserve Bank has the legal right to issue all currency notes except one rupee note and subsidiary coins . 
",1
1714,1715,"Fig. The Storming of Seringapatam, painted by Rober Kerr Porter (panorama in oil, ) 
",2
1715,1716,"least amount of light d ) estuary e ) forest f ) aquatic habitat IV . 
",1
1716,1717,"The climate is conducive for fruits cultivation . 
",2
1717,1718,"The continent is fortunate in having a vast level , fertile and well irrigated land . 
",1
1718,1719,"So he ordered reshifting of the capital and the people to Delhi . 
",2
1719,1720,"So these people started producing their own food during Neolithic age . 
",1
1720,1721,"Where do you think maximum evaporation would take place from plants, rivers, oceans or soils? 
",2
1721,1722,". Give examples which indicate that nylon fibres are very strong. 
",1
1722,1723,"How many re ections do you see ? 
",2
1723,1724,"Both men and women can increase their income by being self - employed through these activities . 
",1
1724,1725,"Left with no other option , America was forced to withdraw from Saigon , the capital of South Vietnam on th April , . 
",2
1725,1726,"u = ; v = km h = m s- and 
",1
1726,1727,"Milk or whipped curd is to be mixed . 
",2
1727,1728,"That is why these plants are known as non - flowering plants . 
",1
1728,1729,"Jana Gana Mana Adhinayaka Jayahe Bharat Bhagya Vidhata Punjab Sindhu Gujarat Maratha Dravid Utkala Vanga Vindya Himachala Yamuna Ganga Ucchala Jaladhi Taranga Tava shubh naame jaage Tava shubh Ashisha Maage Gaahe tava jaya Gatha Jana Gana Mangala Dhayaka Jaya he Bharat Bhagya Vidhata Jaya he ... Jaya he ... Jaya he ... Jaya Jaya Jaya Jaya he ... . 
",2
1729,1730,". What are the differences between the mass of an object and its weight? 
",1
1730,1731,"Allen Octavian Hume British civil servant Umesh Chandra Banerji First President , Congress A Few Presidents of India National Congress Syed Badrudhin Tyabji Firodhshah Mehtha Objectives of the Indian National Congress : To bring together and build a strong bonding between the political activists of different parts of the nation . 
",2
1731,1732,"Due to the overgrazing by animals like cattle , goat and sheep the green mantle over the top soil is lost . 
",1
1732,1733,"A chemical reaction where a compound and oxygen react during burning to form a new product is called a ____________ reaction. 
",2
1733,1734,"Our planet earth also pulls all objects toward itself . 
",1
1734,1735,"Athens and Sparta were the two important city states of Greece . 
",2
1735,1736,"There are some activities, which the government has to support. The private sector may not continue their production or business unless government encourages it. For example, selling electricity at the cost of generation may push up the costs of production of goods in many industries. Many units, especially small-scale units, might have to shut down. Government here steps in by producing and supplying electricity at rates which these industries can afford. Government has to bear part of the cost. 
",1
1736,1737,"Where is our Sun located within our own Milky Way Galaxy? 
",2
1737,1738,"All the countries of the world , are trying to avoide the impact of green house effect . 
",1
1738,1739,"The second stage of capital formation is the need for mobilizing the personal money savings in order to supply them for investment . 
",2
1739,1740,"The volume . litres is also called gram molecular volume . 
",1
1740,1741,"Over the nineteenth century, missionary schools were set up all over India. After , however, the British government in India was reluctant to directly support missionary education. There was a feeling that any strong attack on local customs, practices, beliefs and religious ideas might enrage native opinion. 
",2
1741,1742,"Like water in the above activity, most liquids that conduct electricity are solutions of acids, bases or salts. 
",1
1742,1743,"S. No. Name of the student Volume of Kalakanda Volume of Patika 
",2
1743,1744,"You will learn about tsunami , avalanche , landside , like natural calamities in higher classes . 
",1
1744,1745,"It is cheaper than other fuels and also available in the villages . 
",2
1745,1746,"In case of low fever , the patient should not be covered with so many clothes . 
",1
1746,1747,"Velocity can be positive or negative. A positive velocity points in the direction you chose as positive in your coordinate system. A negative velocity points in the direction opposite to the positive direction. 
",2
1747,1748,"Mayur Varma He was a Brahmin and had been to Kanchi for his higher education . 
",1
1748,1749,"World famous temples are there in Pattadakallu , Badami and Aihole . 
",2
1749,1750,"We should make necessary arrangements to shift essential household goods, domestic animals and vehicles, etc. to safer places. 
",1
1750,1751,"to When organ transplantation is done , the newly grafted organ is a foreign body as far as the body is concerned . 
",2
1751,1752,"A tissue is a group of cells with similar structure and function . 
",1
1752,1753,"Receiving stimulus from the environment , the nerve tissue transmits it within the body and accordingly appropriate responses are created . 
",2
1753,1754,". Patent . Warp - Weft . Tie & Dye . Co-operative Societies 
",1
1754,1755,". We would not be able to see any object around us if light does not get reflected. How do you appreciate this property of objects? 
",2
1755,1756,"classify the sources of water that are suitable for drinking . 
",1
1756,1757,"Natural vegetation is generally classified in to three broad categories as follows: 
",2
1757,1758,"( What happens in the three cases ? 
",1
1758,1759,"Stanley was a journalist and explorer sent by the New York Herald to find Livingston, a missionary and explorer who had been in Africa for several years. Like other European and American explorers of the time, Stanley went with arms, mobilised local hunters, warriors and labourers to help him, fought with local tribes, investigated African terrains, and mapped different regions. These explorations helped the conquest of Africa. Geographical explorations were not driven by an innocent search for scientific information. They were directly linked to imperial projects. 
",2
1759,1760,"Is there any difference in the taste without sugar? 
",1
1760,1761,"Then teacher draws two starting line at a distance of - mtrs . 
",2
1761,1762,"Now irrigation by pumping water has made it possible to cultivate lands in time . 
",1
1762,1763,"Solar energy is essential for plants to grow . 
",2
1763,1764,"Figure .: Amphibians were the first vertebrates to colonise land. They begin their life-cycle in water, and emerge onto land as adults. 
",1
1764,1765,"Be carefull while running in the corridors or while using the staircases . 
",2
1765,1766,"Eye , ear , nose and tongue are the sensory organs present in head region . 
",1
1766,1767,"In simple situations such as when you are standing on the ground or the go-cart is travelling along a level surface, then the normal force is equal to the weight of the object, but in the opposite direction. Think back to what we learnt about forces acting in pairs. On a flat, level surface, the normal force is the reaction force to the weight of the object. This is shown in the diagram for a box resting on the floor. 
",2
1767,1768,"Due to this reason the herbivores get suf cient food . 
",1
1768,1769,"Cause of death Percentage in all people Percentage in men Percentage in women 
",2
1769,1770,"Activity . : Have you heard the name of Saalumarada Thimmakka ? 
",1
1770,1771,"Mysuru Wodeyer opened three separate schools for Dalits on Swami Vivekananda 's advise . 
",2
1771,1772,"COLLECT FEATHERS OF DIFFERENT BIRDS AND DECORATE THE PEACOCK BY PASTING THE FEATHERS . 
",1
1772,1773,"Vessels elements have open ends Water is transported directly to the next cell 
",2
1773,1774,"Areas where people used stones to create various tools have been thought to be the first industrial sites of human beings . 
",1
1774,1775,"After accepting sanyas , Madhvacharya toured different parts of India twice for the purpose of spreading his teachings . 
",2
1775,1776,"Now increase angle of incidence , refracted angle will increase too . 
",1
1776,1777,"a. SO + O SO b. CaCO CaO + CO c. HO + SO HSO d. Na + H O NaOH + H II . 
",2
1777,1778,"They worshipped objects of nature like the Moon , the Stars and lightning , and prayed to other natural phenomena . 
",1
1778,1779,"Food web : Previously we came to know that any food chain cannot remain scattered in nature . 
",2
1779,1780,"Most of the air of the atmosphere , about 75 % of the atmospheric weight , belongs to this layer . 
",1
1780,1781,"Take a wide plastic bottle. Remove the bottom. Get a Y-shaped glass or plastic tube. Make a hole in the lid so that the tube may pass through it. To the forked end of the tube fix two deflated balloons. Introduce the tube into the bottle as shown in Fig. .. Now cap the bottle. Seal it to make it airtight. To the open base of the bottle tie a thin rubber or plastic sheet using a large rubber band. 
",2
1781,1782,"During the reorganization of states in , Kalaburagi , Bidar and Raichur districts , which were part of Hyderbad Nizam , were added to Karnataka state . 
",1
1782,1783,"Do you remember learning about photosynthesis and food chains in Life and Living? This is an example of a biological system. Let's find out why. 
",2
1783,1784,"Economists and politicians drew two key lessons from inter-war economic experiences. First, an industrial society based on mass production cannot be sustained without mass consumption. But to ensure mass consumption, there was a need for high and stable incomes. Incomes could not be stable if employment was unstable. Thus stable incomes also required steady, full employment. 
",1
1784,1785,"Tidy and clean the work station thoroughly after each session. Wash instruments in hot soapy water with a sponge/scourer, rinse in the cold sink (NOT under running water) and dry with a cloth. Replace apparatus in the correct containers. Scalpel blades are to be removed, cleaned, dabbed dry with roller-towel and returned to their envelopes. 
",2
1785,1786,"There are records about the anthill which spreads for more than acres . 
",1
1786,1787,"Some of the nebulae are full of gaseous bodies . 
",2
1787,1788,"d. Sarojini Naidu iv) Prepared a Constitution for India in 
",1
1788,1789,"To the west of it lies the Indian Ocean and to the east of it the Pacific Ocean . 
",2
1789,1790,"Experiment Take three samples namely , iron pieces , copper wire and charcoal . 
",1
1790,1791,"Abundance of capital : In the developed countries the production of capital goods is high . 
",2
1791,1792,"Duration of earth 's Duration of earth 's Planets rotation revolution Mercury Venus Earth Mars Jupiter Saturn Uranus Neptune days days hours hrs , min hrs hrs . min hrs . min hrs . min days days days days years years years years . 
",1
1792,1793,"Here are some examples of how this rule should be applied: 
",2
1793,1794,"Some mouths of this sewer remain open upto the surface of the ground . 
",1
1794,1795,"A group of cells with similar structure and function is a a ) tissue c ) organ system b ) organ d ) organism II . 
",2
1795,1796,"The ammonia formed in the cells diffuses into the blood and the blood carries it to the liver . 
",1
1796,1797,"Why do children look like their parents ? 
",2
1797,1798,"Learn more about the Joule, an electric car made right here in South Africa.bit.ly/IGC 
",1
1798,1799,"A sudden flow of charged particles between objects is called static discharge . 
",2
1799,1800,"Memorial of Salt Satyagraha - Payyannur of the rights and consciousness of freedom grew simultaneously as a result of this . 
",1
1800,1801,"3 ) Decomposer chain : The food chain that develops between the dead bodies of plants and animals , and other microbes and animals is called the decomposer chain . 
",2
1801,1802,"In this case the symbol of manganese is Mn and that of magnesium is Mg . 
",1
1802,1803,"Clothes should be separated according to plant fibre , animal fibre and synthetic fibre . 
",2
1803,1804,"The rst lines of national anthem is taken from the work ' Geetanjali ' written by the Nobel Prize Winner and a renowned Poet Rabindranath Tagore . 
",1
1804,1805,"Over the last two hundred years workers all over the world have fought to get these rights recognized, even though they may not be implemented in all places. In most countries the governments have agreed that these are basic needs of workers and made laws that ensure workers these rights. 
",2
1805,1806,"The big rivers are generally originated from the hills . 
",1
1806,1807,"What is the difference between the mahajanapadas and the empires? 
",2
1807,1808,"A mirror is placed on the line and a ray shone to strike the mirror at the normal line. Use a pencil to mark the incident light ray. 
",1
1808,1809,"It is now free from germs and ready for drinking . 
",2
1809,1810,"Cellulose acetate is produced by treating cellulose with acetic acid . 
",1
1810,1811,"That ' s why blue litmus becomes red . 
",2
1811,1812,". What will happen if there are no platelets in the blood? 
",1
1812,1813,"Look at Figs. (a), (b) and (c). Notice how the Princely States disappear in (b). Identify the new states that were formed in and later and the languages of these states. 
",2
1813,1814,"Let's think of another example of baking a cake. Imagine you have just finished baking a cake in the oven at C. 
",1
1814,1815,"migration: a seasonal movement of animals move from one place to another and back again 
",2
1815,1816,"A force does not always result in a change in the state of the object . 
",1
1816,1817,"What did it mean to be nawabs? It meant of course that the Company acquired more power and authority. But it also meant something else. Each company servant began to have visions of living like nawabs. 
",2
1817,1818,"After Ranabhaire Gowda , Jayagowda , Gidde Gowda , Kempananje Gowda and others ruled . 
",1
1818,1819,"At one time the tail of the toad completely disappears . 
",2
1819,1820,"On the contrary , the red corpuscles of the blood of mammals are biconvex , non nucleated and round . 
",1
1820,1821,"When it rains the water level in the bottle rises. Measure the height of water with the help of a scale and you will get the rainfall in Centimetres for your area during the period you had kept the in the open. 
",2
1821,1822,"Living organisms use heat and light from the Sun . 
",1
1822,1823,"Forest resources have a great part to play in the economic development of the country . 
",2
1823,1824,"c ) Compare the processes of evaporation and condensation of water . 
",1
1824,1825,"SI unit of time is a ) second b ) minute c ) week d ) day . hour = seconds . 
",2
1825,1826,"Some homes do not have drains running to a common treatment plant. They usually have a septic tank instead. These are units of waste disposal used at homes usually in villages/towns and in some individual houses in cities. 
",1
1826,1827,"Please give me a saw to cut the wood . 
",2
1827,1828,"We have learnt that all storms are low- pressure systems. Wind speed plays an important role in the formation of storms. It is, therefore, important to measure the wind speed. The instrument that measures the wind speed is called an anemometer 
",1
1828,1829,"Green plants manufacture food by the process of photosynthesis . 
",2
1829,1830,"The wealth that was accumulated in this way was one of the most important factors that enabled England to develop industries and establish their dominance in the world. 
",1
1830,1831,"The govt . of the country has taken various steps to make the population human resources development . 
",2
1831,1832,"Paithan , Karle , Kanheri , Junnar and Nasik of Maharastra , Dhanyaketa of Andhrapradesh and Vyjayanthi of Uttara Kannda district were the main centres of trade . 
",1
1832,1833,"Indian alchemists were one of the rst people in the world to make alloys . 
",2
1833,1834,"The substances that contain different acids. are given in the table . 
",1
1834,1835,"Fig . Urban Transport in Vijayawada Fig . Old and new modes of transport 
",2
1835,1836,"Write the uses of rain on the lines given below . 
",1
1836,1837,". How can you help in reducing the problem of waste disposal? Give any two methods. 
",2
1837,1838,"carbon dioxide diffuses out of the blood and into the cells of the alveolus, then into the air 
",1
1838,1839,"The process of depositing a layer of any desired metal on another material by means of electricity is called electroplating. It is one of the most common applications of chemical effects of electric current. 
",2
1839,1840,"What were the causes for Battle of Plassey ? 
",1
1840,1841,"Similarly the hind limb is attached with the posterior girdle or the pelvic girdle . 
",2
1841,1842,"Conductors can be made of different materials. Do different materials have different resistances? 
",1
1842,1843,". Right to Productive and Safe Employment: so that every worker can work according to his or her skill and capacity and work under safe conditions without endangering their health. 
",2
1843,1844,"b ) Write the number of atoms of each element present . 
",1
1844,1845,"Our planet earth is just one of the planets of the solar system . 
",2
1845,1846,"Find out stories prevalent in your region which are about the harmonious relationship between human beings and nature. 
",1
1846,1847,"The density of population is very high in the districts of Dhaka , Comilla etc . whereas it is very low in Chittagong Hill Tracts , Bandarban etc . 
",2
1847,1848,"This hard rock is available in Ranipukur and Shyampur of Rangpur district and Madhyapara of Dinajpur district . 
",1
1848,1849,"substances by hand picking Activity . : Take a handful of soil . 
",2
1849,1850,"is more than that of Atmospheric pressure experienced is not uniform everywhere on the earth . 
",1
1850,1851,"In cities , transport department gives training to school students on traf c rules . 
",2
1851,1852,"Many of them die prematurely for lack of treatment . 
",1
1852,1853,"Again , there are machines which work to increase motion and distance . 
",2
1853,1854,"The hills of the north are locally known as Tila . 
",1
1854,1855,"If the angle of incidence is the angle of reflection is ( , , , ) . 
",2
1855,1856,"The diameter of the ball should be in such a way that it could just pass through the ring at room temperature . 
",1
1856,1857,"Add methylene blue stain on the curd smear and leave it for min . 
",2
1857,1858,"the bottle starts sliding from rest, so its initial velocity is 
",1
1858,1859,"So , the volume of production will depend on the price of the product . 
",2
1859,1860,"Usually two to three generations live together in small settlements or villages. Most families are related to one another and groups of such families form a tribe. Members of a tribe follow occupations such as hunting, gathering, farming, herding and fishing. Usually, women do most of the agricultural work, including preparing the ground, sowing seeds, looking after the growing plants and harvesting grain. Children often look after plants, driving away animals and birds that might eat them. Women also thresh, husk, and grind grain. Men usually lead large herds of animals in search of pasture. Children often look after small flocks. The cleaning of animals and milking, is done by both men and women. Both women and men make pots, baskets, tools and huts. They also take part in singing, dancing and decorating their huts. 
",1
1860,1861,"Private entrepreneurs had started industries from the beginning of the th century . 
",2
1861,1862,"They carry on breeding and spread germs . 
",1
1862,1863,"Its coming back depends upon how far the building is from you . 
",2
1863,1864,"It encouraged Islamic religion and law education . 
",1
1864,1865,"Do you think that the government official s actions were right? Should his son be exempt from the law just because his father is economically and politically powerful? 
",2
1865,1866,"Educational Unemployment : Urban Unemployment The situation of educational unemployment has emerged due to extension of educational facilities and erratic educating system . 
",1
1866,1867,"It grows there for the next six months . 
",2
1867,1868,"Since food crops could be grown with little effort , the northern hilly tribes and the southern nomadic tribes of the desert tried to establish control over this area . 
",1
1868,1869,"The self sacrifice of Potti Sreeramulu in Andhra accelerated the process of state formation on linguistic basis . 
",2
1869,1870,"Can you imagine a world in which we cannot run motors or trains? 
",1
1870,1871,"Knitting is the process of making fabric by using knitting needles to form interlocking loops and rings of woolen yarn. 
",2
1871,1872,"Your teacher might provide you with a large model house template for you to cut out. If not, copy the following template onto a large piece of cardboard or design your own template for making a house. 
",1
1872,1873,"It gradually diminishes in size and finally disappears . 
",2
1873,1874,"Hot water does not affect cotton fabric . 
",1
1874,1875,"Under the sustained pressure of the movement for abolition of devadasi system, the classical dance of South India was almost wiped out by the first quarter of the th century, even in Tamil Nadu. With complete loss of employment and patronage devadasi artistes had to undergo a lot of trial and tribulation. 
",2
1875,1876,"In root or shoot apex there are apical meristems . 
",1
1876,1877,"According to encyclopaedia Britannica , ' Nomadic life is a type of life ' . 
",2
1877,1878,"The money deposited by the depositors is given as credit to traders . 
",1
1878,1879,"Solids could be soft or hard and could break . 
",2
1879,1880,"It is all very well to say that very dissimilar-looking structures evolve from a common ancestral design. It is true that analysis of the organ structure in fossils allows us to make estimates of how far back evolutionary relationships go. But those are guesses about what happened in history. Are there any current examples of such a process? The wild cabbage plant is a good example. Humans have, over more than two thousand years, cultivated wild cabbage as a food plant, and generated different vegetables from it by selection (see Fig. .). This is, of course, artificial selection rather than natural selection. So some farmers have wanted to select for very short distances between leaves, and have bred the cabbage we eat. Some have wanted to select for arrested flower development, and have bred broccoli, or for sterile flowers, and have made the cauliflower. Some have selected for swollen parts, and come up with kohlrabi. Some have simply looked for slightly larger leaves, and come up with a leafy vegetable called kale. Would we have thought that all these structures are descended from the same ancestor if we had not done it ourselves? 
",1
1880,1881,"Know this The water that is used for washing utensils , clothes , and vegetables can be used again for watering plants . 
",2
1881,1882,"For production and better growth of buds at the lower region in many cases the apical bud is removed . 
",1
1882,1883,"The organ is working with the aim to respond in cyclone through maintaining communication , enhancing preparedness and raising public awareness . 
",2
1883,1884,"They help in blood clotting and prevent bleeding . 
",1
1884,1885,"When you go to a rabbit farm as a field trip , list the questions that are to be asked . 
",2
1885,1886,". What problems did the Indian textile industry face in the early years of its development? 
",1
1886,1887,"If you had to choose between a DAV school, Gurukul School and a government run school, which one would you prefer to go to and why? 
",2
1887,1888,"Then this vegetable are tied around with a thread and then cooked . 
",1
1888,1889,"Plastic is also a type of chemical substance . 
",2
1889,1890,"Scientist proposed a name for every plant known and divided them into different groups . 
",1
1890,1891,"Due to acid rain several species may die or may become extinct . 
",2
1891,1892,"The Channar women created history by staging a struggle for the right to wear upper clothes . 
",1
1892,1893,"The change is due to the movement of molecules . 
",2
1893,1894,"Heat transfers from a hot body to a cold body . 
",1
1894,1895,"Different types of economic systems prevail in different countries of the world . 
",2
1895,1896,"Static friction is than the sliding friction . 
",1
1896,1897,"Max Muller translated Rigveda and other writings . 
",2
1897,1898,"The aqueous humour formed from the blood is reabsorbed into the blood itself . 
",1
1898,1899,"The hydrosphere has a number of important functions. Water is a part of all living cells, it provides a habitat for many living organisms, it helps to regulate climate and it is used by humans for domestic, industrial and other use. 
",2
1899,1900,"Angered by this , people embraced the trees whenever someone came to cut down the trees and prevented the destruction of the forest . 
",1
1900,1901,"When blood calcium level increases , how is it reduced ? 
",2
1901,1902,"We will keep the school neat and clean . 
",1
1902,1903,"Here the computer saves all its information and analyses that information in many different ways . 
",2
1903,1904,"Firstly , open the lid and pour a little water into the can . 
",1
1904,1905,"It is the major site of respiratory activities in the cell . 
",2
1905,1906,"The World of Plants food haBITS Obese We know about the cartoon hero Popeye , do n't we ? 
",1
1906,1907,"Now , heat the colourless solution of acid and base until it dries up . 
",2
1907,1908,"The earth continues to rotate on its axis while it is revolving around the Sun . 
",1
1908,1909,"It is , therefore , known as acceleration due to gravity . 
",2
1909,1910,"FIRE SAFETY Fire is an important element in our day-to-day life . 
",1
1910,1911,"According to 2001 census , Bangladesh has got 12 . 93 crore , the rate of increase is 1 . 48 per cent and the density of population is about 876 persons per square kilometre . 
",2
1911,1912,"In a square shaped room , a table and four chairs have to be arranged . 
",1
1912,1913,"Are there any patterns in nature that give clues to modes of reproduction? 
",2
1913,1914,"The colonisation of Vietnam by the French brought the people of the country into conflict with the colonisers in all areas of life. The most visible form of French control was military and economic domination but the French also built a system that tried to reshape the culture of the Vietnamese. Nationalism in Vietnam emerged through the efforts of different sections of society to fight against the French and all they represented. 
",1
1914,1915,"(a) the batsman did not hit the ball hard enough. 
",2
1915,1916,"GIVE REASONS FOR YOUR ANSWER V. TRY OUT A RAINBOW IN YOUR CLASSROOM MATERIALS NEEDED : CD/DVD , Torch Light , White Sheet PROCEDURE : Paste a sheet on the wall . 
",1
1916,1917,"Filter paper is a sieve made of paper which has very fine holes. We can filter very small particles using this type of sieve. 
",2
1917,1918,"Identify the odd item and write it under Column B. Write the common features of the other two under Column C. . 
",1
1918,1919,"It has interest in the form and pattern of human events . 
",2
1919,1920,"l Search for food l Caring and protecting their race . 
",1
1920,1921,"Some are fixed to our ribs and make the ribcage move in and out . 
",2
1921,1922,"protons were created as the result of friction. 
",1
1922,1923,"Fourth grade students at Rosamond Elementary School in West Jordan , Utah went outdoors to observe the weather to record information for their school 's web site . 
",2
1923,1924,"(ii) Plants carry out photosynthesis only during the day and 
",1
1924,1925,"Groups of living things and their environment make up an ecosystem. 
",2
1925,1926,"You have studied the test of carbon dioxide with lime water in the section of discovery of carbon dioxide 
",1
1926,1927,"you can see me only in the animal cell . 
",2
1927,1928,". Temperature is the degree of hotness or coldness of an object. 
",1
1928,1929,"Again , many are younger than us . 
",2
